City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
310,Moerai,PF,-22.4333,-151.3333,75.42,81,100,12.37,overcast clouds
311,Dapdap,PH,12.062,125.4881,92.08,50,81,12.95,broken clouds
312,Cape Canaveral,US,28.4058,-80.6048,80.98,91,1,0.0,clear sky
313,Nkowakowa,ZA,-23.8878,30.2871,41.05,65,3,1.66,clear sky
314,Havelock,US,34.8791,-76.9013,80.94,91,1,1.01,clear sky
315,Vitim,RU,59.4511,112.5578,88.16,29,18,8.08,few clouds
316,Kieta,PG,-6.2167,155.6333,81.88,79,53,3.44,light rain
317,Palana,RU,59.1167,159.9667,53.98,94,98,9.46,overcast clouds
318,Meadow Lake,US,34.8014,-106.5436,74.68,69,99,2.13,overcast clouds
319,Dali,CN,25.7,100.1833,79.72,46,11,1.12,few clouds
320,Victor Harbor,AU,-35.5667,138.6167,62.47,75,72,5.01,broken clouds
321,Leningradskiy,RU,69.3833,178.4167,37.96,88,100,2.86,overcast clouds
322,Praia Da Vitoria,PT,38.7333,-27.0667,68.76,88,75,11.34,broken clouds
323,Sinjai,ID,-5.1241,120.253,82.83,64,17,7.11,few clouds
324,Nouadhibou,MR,20.931,-17.0347,67.98,94,0,12.66,clear sky
325,Sakhon Nakhon,TH,17.1612,104.1472,86.09,66,75,6.91,broken clouds
326,Bathsheba,BB,13.2167,-59.5167,77.61,94,75,13.8,broken clouds
327,Jerome,US,42.7241,-114.5186,76.03,27,1,0.0,clear sky
328,Severobaykalsk,RU,55.65,109.3167,65.75,56,32,3.65,scattered clouds
329,Kloulklubed,PW,7.0419,134.2556,82.9,78,97,13.96,overcast clouds
330,Baijiantan,CN,45.6333,85.1833,101.26,13,2,6.08,clear sky
331,Bhadrachalam,IN,17.6667,80.8833,88.3,65,66,11.56,broken clouds
332,Monte Alegre,BR,-2.0078,-54.0692,73.36,71,10,3.69,clear sky
333,Dimbokro,CI,6.6451,-4.7048,68.85,99,47,3.31,scattered clouds
334,Ambon,ID,-3.6954,128.1814,87.94,66,40,4.61,scattered clouds
335,Silver City,US,32.7701,-108.2803,65.68,84,1,1.99,clear sky
336,Hojai,IN,26.0,92.8667,88.72,72,99,2.73,overcast clouds
337,Pacific Grove,US,36.6177,-121.9166,61.27,90,90,1.01,overcast clouds
338,South Lake Tahoe,US,38.9332,-119.9844,79.45,58,75,3.44,broken clouds
339,Toribio,CO,2.9548,-76.2684,58.46,94,100,4.29,overcast clouds
340,Coihaique,CL,-45.5752,-72.0662,35.55,69,0,3.44,clear sky
341,Carmen De Carupa,CO,5.3486,-73.9017,43.92,97,90,4.16,overcast clouds
342,Miranda,CO,3.2499,-76.2281,66.33,93,100,3.44,overcast clouds
343,Plouzane,FR,48.3833,-4.6167,62.65,97,90,3.44,mist
344,Husavik,IS,66.0449,-17.3389,49.91,66,3,11.56,clear sky
345,Aklavik,CA,68.2191,-135.0107,54.43,89,100,6.29,overcast clouds
346,Asau,RO,46.4333,26.4,73.76,57,4,2.77,clear sky
347,Bilibino,RU,68.0546,166.4372,60.49,47,46,8.61,scattered clouds
348,Piacabucu,BR,-10.4056,-36.4344,71.89,89,59,8.1,broken clouds
